IRN,BM no.: (Registration)/BM Number: (BM Number),Quantity: (Sample Information),Object
11881,"BM.1980,O92",,"BM.1980,O92, 44, HMS Hydra, 04/06/1980, 55 23  N; 8 16 22 W; Northeast Atlantic Ocean, underway sampler"
18618,"BM.1968,O469",36 specs,"BM.1968,O469, 22-14, Oceanographer, 21/08/1967, 28 23  S; 112 59  E; Eastern Indian Ocean"
18619,"BM.1968,O470",57 specs,"BM.1968,O470, 23-15, Oceanographer, 22/08/1967, 23 57  S; 113 6  E; Eastern Indian Ocean"
18620,"BM.1968,O471",199 specs,"BM.1968,O471, 24-16, Oceanographer, 22/08/1967, 30 30  S; 114 38  E; Eastern Indian Ocean, Icita net"
18621,"BM.1968,O472",32 specs,"BM.1968,O472, 25-17, Oceanographer, 23/08/1967, 30 42  S; 114 40  E; Eastern Indian Ocean"
18622,"BM.1968,O82",3cms,"BM.1968,O82, CAP 38 BP, RV Spencer F. Baird, 02/02/1953, 14 16  S; 119 11  W; Southeast Pacific Ocean"
18623,"BM.1969,O1",5 specs + fragments,"BM.1969,O1, CSS Ehkoli, 27/05/1967, 50 6 12 N; 123 47 36 W; Northeast Pacific Ocean"
18624,"BM.1969,O10",3 samples,"BM.1969,O10, 2438, RV Gosnold, 12/09/1965, 25 37 30 N; 79 54 48 W; Western Central Atlantic Ocean, Chain bag dredge"
18625,"BM.1969,O12",Core length 29cm,"BM.1969,O12, 1, Meteor, 06/07/1968, 62 57 30 N; 5 49  W; Northeast Atlantic Ocean, Kasten Greifer"
18626,"BM.1969,O13",34cm,"BM.1969,O13, 2, 07/07/1968, 61 8 24 N; 10 6 30 W; Northeast Atlantic Ocean, Box corer"
18627,"BM.1969,O14","Core, 41cm","BM.1969,O14, 6, Meteor, 22/07/1968, 61 57  N; 12 8 30 W; Northeast Atlantic Ocean, Kasten greifer"
18628,"BM.1969,O15",35cm,"BM.1969,O15, 7, Meteor, 01/08/1968, 64 5  N; 8 14 48 W; Northeast Atlantic Ocean, Box corer"
18629,"BM.1969,O16",45cm,"BM.1969,O16, 8, Meteor, 02/08/1968, 62 1 30 N; 13 5  W; Northeast Atlantic Ocean, Box corer"
18630,"BM.1969,O169",,"BM.1969,O169, 31, HMS Woodlark, 28/03/1974, 50 5 25 N; 5 28 32 W; Northeast Atlantic Ocean, Cone dredge"
18631,"BM.1969,O17",,"BM.1969,O17, P 6702-20, RV Pillsbury, 11 24  S; 94 33  W; Southeast Pacific Ocean"
18632,"BM.1969,O18",,"BM.1969,O18, P 6702-23, RV Pillsbury, 14 8  S; 100 19  W; Southeast Pacific Ocean"
18633,"BM.1969,O19",,"BM.1969,O19, P 6702-27, RV Pillsbury, 12 46  S; 110 52  W; Southeast Pacific Ocean"
18634,"BM.1969,O2",10cmž450cmž563cm,"BM.1969,O2, V19-297, RV Vema, 18/11/1963, 2 37  N; 12   W; Eastern Central Atlantic Ocean"
18635,"BM.1969,O20",,"BM.1969,O20, P 6702-32, RV Pillsbury, 10 1  S; 110 6  W; Southeast Pacific Ocean"
18636,"BM.1969,O21",,"BM.1969,O21, P 6702-36, RV Pillsbury, 8 11  S; 108 44  W; Southeast Pacific Ocean"
18637,"BM.1969,O22",,"BM.1969,O22, P 6702-40, RV Pillsbury, 8 16  S; 108 50  W; Southeast Pacific Ocean"
18638,"BM.1969,O23",,"BM.1969,O23, P 6702-42, RV Pillsbury, 7 8  S; 107 30  W; Southeast Pacific Ocean"
18639,"BM.1969,O49",1,"BM.1969,O49, 252, HMS Challenger, 12/07/1875, 37 52 0 N; 160 17 0 W; Eastern Central Pacific Ocean"
18640,"BM.1969,O49a",1 spec,"BM.1969,O49a, 281, HMS Challenger, 06/10/1875, 22 21 0 S; 150 17 0 W; Eastern Central Pacific Ocean"
18641,"BM.1969,O5",Large slab,"BM.1969,O5, 54, CSS Hudson, /06/1967, 39   N; 60 57  W; Western Central Atlantic Ocean, Dredge"
18642,"BM.1969,O50",,"BM.1969,O50, HMS Mermaid, 06/05/1965, 55 16 42 N; 6 34 41 W; Northeast Atlantic Ocean, Dredge"
18643,"BM.1969,O51",,"BM.1969,O51, HMS Mermaid, 06/05/1965, 55 17 5 N; 6 14 3 W; Northeast Atlantic Ocean, Dredge"
18644,"BM.1969,O52",,"BM.1969,O52, HMS Mermaid, 06/05/1965, 55 16 44 N; 6 23  W; Northeast Atlantic Ocean, Dredge"
18645,"BM.1969,O53",,"BM.1969,O53, HMS Mermaid, 06/05/1965, 55 15 33 N; 6 31 7 W; Northeast Atlantic Ocean, Dredge"
18646,"BM.1969,O54",,"BM.1969,O54, HMS Shackleton, 06/05/1965, 55 18  N; 6 33 54 W; Northeast Atlantic Ocean, Dredge"
18647,"BM.1969,O55",,"BM.1969,O55, HMS Mermaid, 03/06/1965, 55 16 59 N; 6 24 43 W; Northeast Atlantic Ocean, Dredge"
18648,"BM.1969,O56",,"BM.1969,O56, HMS Mermaid, 20/09/1965, 55 55 53 N; 6 52 40 W; Northeast Atlantic Ocean, Dredge"
18649,"BM.1969,O57",Core samples from various depths of core 690cm long,"BM.1969,O57, A179-4, RV Atlantis, 22/04/1952, 16 36  N; 74 48  W; Western Central Atlantic Ocean"
18650,"BM.1969,O6",,"BM.1969,O6, HMS Vidal, 29/10/1968, 21 58 30 S; 39 27 24 E; Western Indian Ocean, Grab"
18651,"BM.1969,O7",,"BM.1969,O7, Cruise H-54-3, 17, HMCS Cedarwood, 19/08/1954, 51 12 48 N; 129 40 30 W; Northeast Pacific Ocean"
18652,"BM.1969,O71",Sections from core 1080cms long,"BM.1969,O71, V12-18, RV Vema, 28/01/1957, 28 42  S; 34 30  W; Southwest Atlantic Ocean"
18653,"BM.1969,O8",,"BM.1969,O8, 2382, RV Gosnold, 27/08/1965, 31 1 36 N; 78 18 48 W; Western Central Atlantic Ocean, Chain bag dredge"
18654,"BM.1969,O87",,"BM.1969,O87, 04/10/1965, 13 10  N; 59 25  W; Western Central Atlantic Ocean"
18655,"BM.1969,O88",Sections from 25cms,"BM.1969,O88, 17, Ernest Holt, 03/06/1969, 71 30  N; 25 0  E; Northeast Atlantic Ocean"
18656,"BM.1969,O89",22cm,"BM.1969,O89, 63, Ernest Holt, 10/06/1969, 74 30  N; 25 0  E; Northeast Atlantic Ocean"
18657,"BM.1969,O90",App. 550 g,"BM.1969,O90, 2522, HMS Fawn, 23/05/1969, 52 33 42 N; 4 41 21 W; Northeast Atlantic Ocean, Shipek grab and underway dredge"
18658,"BM.1969,O91",App. 425 g,"BM.1969,O91, 2523, HMS Fawn, 23/05/1969, 52 38 36 N; 4 42 12 W; Northeast Atlantic Ocean, Shipek grab and underway dredge"
18659,"BM.1969,O92",App. 310 g,"BM.1969,O92, 2524, HMS Fawn, 23/05/1969, 52 37  N; 4 25 42 W; Northeast Atlantic Ocean, Shipek grab and underway dredge"
18660,"BM.1969,O93",App. 250 g,"BM.1969,O93, 2526, HMS Fawn, 23/05/1969, 52 30 36 N; 4 11 12 W; Northeast Atlantic Ocean, Shipek grab and underway dredge"
18661,"BM.1969,O94",App. 535 g,"BM.1969,O94, 2527, HMS Fawn, 23/05/1969, 52 29  N; 4 18  W; Northeast Atlantic Ocean, Shipek grab and underway dredge"
18662,"BM.1969,O95",App. 485 g,"BM.1969,O95, 2528, HMS Fawn, 23/05/1969, 52 5 54 N; 5 1 36 W; Northeast Atlantic Ocean, Shipek grab and underway dredge"
18664,"BM.1970,O10",,"BM.1970,O10, 14, HMS Fawn, 17/11/1969, 56 50 36 N; 7 27 6 W; Northeast Atlantic Ocean, Shipek grab"
18665,"BM.1970,O11",Sample,"BM.1970,O11, 2, MV Northumberland, 18/02/1970, 19 34  N; 17 37  W; Eastern Central Atlantic Ocean"
18666,"BM.1970,O12",0-4cms,"BM.1970,O12, 172-20, RV Atlantis, 21/10/1951, 30 39 30 N; 64 1  W; Western Central Atlantic Ocean, Piston core"
18667,"BM.1970,O14",0-4cms,"BM.1970,O14, 172-24, RV Atlantis, 27/10/1951, 31 48  N; 63 47  W; Western Central Atlantic Ocean, Piston corer"
18668,"BM.1970,O145",,"BM.1970,O145, 1, HMS Enterprise, 03/06/1970, 52 56 44 N; 0 20 6 E; Northeast Atlantic Ocean, Shipek grab"
18669,"BM.1970,O146",,"BM.1970,O146, 2, HMS Enterprise, 03/06/1970, 52 58 20 N; 0 20 35 E; Northeast Atlantic Ocean, Bucket dredge"
18670,"BM.1970,O147",,"BM.1970,O147, 3, HMS Enterprise, 03/06/1970, 52 57 58 N; 0 18 50 E; Northeast Atlantic Ocean, Bucket dredge"
18671,"BM.1970,O148",,"BM.1970,O148, 4, HMS Enterprise, 04/06/1970, 52 54 48 N; 0 24 32 E; Northeast Atlantic Ocean, Anchor"
18672,"BM.1970,O15",,"BM.1970,O15, 172-24, RV Atlantis, 27/10/1951, 31 48  N; 63 47  W; Western Central Atlantic Ocean, Top trigger corer"
18673,"BM.1970,O16",0-4cms,"BM.1970,O16, 20-249, RV Vema, 05/12/1964, 33 13  N; 64 23  W; Western Central Atlantic Ocean, Piston corer"
18674,"BM.1970,O17",,"BM.1970,O17, 20-249, RV Vema, 05/12/1964, 33 13  N; 64 23  W; Western Central Atlantic Ocean, Top trigger corer"
18675,"BM.1970,O1709",,"BM.1970,O1709, 302, 04/09/1970, 17 38 6 N; 62 29 6 W; Western Central Atlantic Ocean, shipek grab"
18676,"BM.1970,O18",0-4cms,"BM.1970,O18, 5-11, RV Vema, 13/11/1954, 32 9  N; 64 49  W; Western Central Atlantic Ocean, Piston corer"
18677,"BM.1970,O19",,"BM.1970,O19, 5-11, RV Vema, 13/11/1954, 32 9  N; 64 49  W; Western Central Atlantic Ocean, Top trigger core"
18678,"BM.1970,O2",272 g,"BM.1970,O2, 2715, Fishing Vessel |Cap|n Bill IV|, 01/04/1968, 38 47 30 N; 73 2 36 W; Northwest Atlantic Ocean"
18679,"BM.1970,O20",0-4 cms.,"BM.1970,O20, 5-26, RV Vema, 24/11/1954, 32 25 42 N; 64 27 42 W; Western Central Atlantic Ocean, Piston corer"
18680,"BM.1970,O21",,"BM.1970,O21, 5-26, RV Vema, 24/11/1954, 32 25 42 N; 64 27 42 W; Western Central Atlantic Ocean, Top trigger corer"
18681,"BM.1970,O22",,"BM.1970,O22, 50-68-69, 11072, RV Eastwood, 2009, 26 52 30 N; 76 38  W; Western Central Atlantic Ocean, Dredge"
18682,"BM.1970,O23",,"BM.1970,O23, Eastwood 36-67-7799, RV Eastwood, 1967, 32 35  N; 67 41  W; Western Central Atlantic Ocean"
18683,"BM.1970,O26",,"BM.1970,O26, 1, HMS Bulldog, 18/12/1969, 25 15  N; 54 55 30 E; Western Indian Ocean, Shipek grab"
18684,"BM.1970,O27",,"BM.1970,O27, 2, HMS Bulldog, 19/12/1969, 25 13 42 N; 55 7 24 E; Western Indian Ocean, Shipek grab"
18685,"BM.1970,O28",,"BM.1970,O28, 3, HMS Bulldog, 19/12/1969, 25 24 24 N; 54 54 12 E; Western Indian Ocean, Shipek grab"
18686,"BM.1970,O29",,"BM.1970,O29, 4, HMS Bulldog, 22/12/1969, 25 2 48 N; 50   E; Western Indian Ocean, Shipek grab"
18687,"BM.1970,O3",,"BM.1970,O3, 55 50 35 N; 5 19 45 W; Northeast Atlantic Ocean"
18688,"BM.1970,O32",,"BM.1970,O32, 7, HMS Bulldog, 08/01/1970, 25 12 36 N; 54 59 30 E; Western Indian Ocean, Shipek grab"
18689,"BM.1970,O33",,"BM.1970,O33, 8, HMS Bulldog, 08/01/1970, 25 7 15 N; 54 55 30 E; Western Indian Ocean, Shipek grab"
18690,"BM.1970,O34",,"BM.1970,O34, 9, HMS Bulldog, 13/02/1970, 25 46 30 N; 55 29 30 E; Western Indian Ocean, Shipek grab"
18691,"BM.1970,O36",,"BM.1970,O36, 11, HMS Bulldog, 13/02/1970, 25 33  N; 55 17  E; Western Indian Ocean, Shipek grab"
18692,"BM.1970,O37",,"BM.1970,O37, 12, HMS Bulldog, 17/02/1970, 26 26 24 N; 55 7 30 E; Western Indian Ocean, Shipek grab"
18693,"BM.1970,O38",,"BM.1970,O38, 13, HMS Bulldog, 17/02/1970, 25 21 30 N; 55 2 48 E; Western Indian Ocean, Shipek grab"
18694,"BM.1970,O39",,"BM.1970,O39, 14, HMS Bulldog, 02/03/1970, 25 40  N; 55 10  E; Western Indian Ocean, Shipek grab"
18695,"BM.1970,O4",,"BM.1970,O4, 8, HMS Fawn, 07/07/1969, 58 19  N; 6 0 6 W; Northeast Atlantic Ocean, Shipek grab"
18696,"BM.1970,O40",,"BM.1970,O40, 15, HMS Bulldog, 02/03/1970, 25 36  N; 55 2  E; Western Indian Ocean, Shipek grab"
18697,"BM.1970,O42",".Half, 16mm","BM.1970,O42, R-102, 28 16 18 N; 173 22  W; Eastern Central Pacific Ocean"
18698,"BM.1970,O43","Half core, 7 cms","BM.1970,O43, R-340, 28 16 18 N; 173 22  W; Eastern Central Pacific Ocean"
18699,"BM.1970,O44","Half core, 7cms","BM.1970,O44, R-432, 28 16 18 N; 173 22  W; Eastern Central Pacific Ocean"
18700,"BM.1970,O45","Quarter core, 7cms","BM.1970,O45, R-494, 28 16 18 N; 173 22  W; Eastern Central Pacific Ocean"
18701,"BM.1970,O46","Half core, 9 cms","BM.1970,O46, R-588-1, 28 16 18 N; 173 22  W; Eastern Central Pacific Ocean"
18702,"BM.1970,O47","half core, 12 cms","BM.1970,O47, R-644, 28 16 18 N; 173 22  W; Eastern Central Pacific Ocean"
18703,"BM.1970,O48","Half core, 12 cms","BM.1970,O48, R-803, 28 16 18 N; 173 22  W; Eastern Central Pacific Ocean"
18704,"BM.1970,O49","half core, 10 cms","BM.1970,O49, R-958, 28 16 18 N; 173 22  W; Eastern Central Pacific Ocean"
18705,"BM.1970,O5",,"BM.1970,O5, 9, HMS Fawn, 07/07/1969, 58 27 48 N; 6 20  W; Northeast Atlantic Ocean, Shipek grab"
18706,"BM.1970,O55",483 cms,"BM.1970,O55, 21-5, Eltanin, 04/12/1965, 36 41  S; 93 38  W; Southeast Pacific Ocean"
18707,"BM.1970,O56",,"BM.1970,O56, 1, 12/07/1970, Ontario; Canada; 48 38 58 N; 90 24 19 W; Shebandowan Lake, Diver"
18708,"BM.1970,O57",,"BM.1970,O57, 11, 14/07/1970, Ontario; Canada; 48 38 46 N; 90 16 47 W; Shebandowan Lake, Diver"
18709,"BM.1970,O58",,"BM.1970,O58, 29, 17/07/1970, Ontario; Canada; 48 37 35 N; 90 23 7 W; Shebandowan Lake, Diver"
18710,"BM.1970,O59",,"BM.1970,O59, 32, 17/07/1970, Ontario; Canada; 48 38 56 N; 90 20 55 W; Shebandowan Lake, Diver"
18711,"BM.1970,O6",,"BM.1970,O6, 10, HMS Fawn, 07/07/1969, 58 33 12 N; 6 13  W; Northeast Atlantic Ocean, Shipek grab"
18712,"BM.1970,O60",,"BM.1970,O60, 34, 17/07/1970, Ontario; Canada; 48 38 12 N; 90 14 48 W; Shebandowan Lake, Diver"
18713,"BM.1970,O61",,"BM.1970,O61, 48, 19/07/1970, Ontario; Canada; 48 37 36 N; 90 13 4 W; Shebandowan Lake, Diver"
18714,"BM.1970,O62",,"BM.1970,O62, D.R.A.P. No 20, 43 23 5 N; 6 45 44 E; Northeast Atlantic Ocean, Core"
18715,"BM.1970,O63",,"BM.1970,O63, D.R.A.P. No 22, 43 22 47 N; 6 45 36 E; Northeast Atlantic Ocean, Core"
18716,"BM.1970,O64",,"BM.1970,O64, 16, RV Anton Bruun, 20/03/1963, 7 31  N; 96 11  E; Eastern Indian Ocean, Plankton tow"
18717,"BM.1970,O65",,"BM.1970,O65, 97, RV Anton Bruun, 01/05/1963, 13 8  N; 86 12  E; Eastern Indian Ocean, Plankton tow"
18718,"BM.1970,O66",,"BM.1970,O66, 137, RV Anton Bruun, 10/07/1963, 14 50  S; 79 56  E; Eastern Indian Ocean, Plankton tow"
18719,"BM.1970,O67",,"BM.1970,O67, 139, RV Anton Bruun, 12/07/1963, 8 37  S; 79 34  E; Eastern Indian Ocean, Plankton tow"
18720,"BM.1970,O68",,"BM.1970,O68, 144, RV Anton Bruun, 17/07/1963, 4 18  N; 80 8  E; Eastern Indian Ocean, Plankton tow"
18721,"BM.1970,O69",,"BM.1970,O69, 165, RV Anton Bruun, 30/09/1963, 8 14  S; 55 0  E; Western Indian Ocean, Plankton tow"
18722,"BM.1970,O7",,"BM.1970,O7, 11, HMS Fawn, 08/07/1969, 58 27 48 N; 5 49  W; Northeast Atlantic Ocean, Shipek grab"
18723,"BM.1970,O70",,"BM.1970,O70, 8, RV Eltanin, 07/01/1964, 61 58 48 S; 115 12 12 W; Antarctic Pacific Ocean, Plankton tow 0-100m"
18724,"BM.1970,O71",,"BM.1970,O71, 9, RV Eltanin, 08/01/1964, 62 57 42 S; 115 16 42 W; Antarctic Pacific Ocean, Plankton tow,100-250m"
18725,"BM.1970,O72",,"BM.1970,O72, 12, RV Eltanin, 12/01/1964, 65 51 24 S; 115 4 24 W; Antarctic Pacific Ocean, Plankton tow,0-10m"
18726,"BM.1970,O73",,"BM.1970,O73, 13, RV Eltanin, 14/01/1964, 66 52 36 S; 115 31 12 W; Antarctic Pacific Ocean, E?m,?m?"
18727,"BM.1970,O74",,"BM.1970,O74, 15, RV Eltanin, 17/01/1964, 70 2 24 S; 115 5  W; Antarctic Pacific Ocean, Plankton tow,0-2000m,"
18728,"BM.1970,O78",,"BM.1970,O78, 1, HMS Enterprise, 03/06/1970, 52 54 44 N; 0 20 6 E; Northeast Atlantic Ocean, Shipek grab"
18729,"BM.1970,O79",,"BM.1970,O79, 2, HMS Enterprise, 03/06/1970, 52 58 20 N; 0 20 35 E; Northeast Atlantic Ocean, Bucket dredge"
18730,"BM.1970,O8",,"BM.1970,O8, 12, HMS Fawn, 08/07/1969, 58 34 42 N; 5 57 12 W; Northeast Atlantic Ocean, Shipek grab"
18731,"BM.1970,O80",,"BM.1970,O80, 3, HMS Enterprise, 03/06/1970, 52 57 58 N; 0 18 50 E; Northeast Atlantic Ocean, Bucket dredge"
18732,"BM.1970,O81",,"BM.1970,O81, 4, HMS Enterprise, 04/06/1970, 52 54 48 N; 0 24 32 E; Northeast Atlantic Ocean, Anchor"
18733,"BM.1970,O82",,"BM.1970,O82, 5, HMS Enterprise, 08/06/1970, 52 55 23 N; 0 21 0 E; Northeast Atlantic Ocean, Bucket dredge"
18734,"BM.1970,O83",,"BM.1970,O83, 6, HMS Enterprise, 09/06/1970, 52 52 34 N; 0 23 29 E; Northeast Atlantic Ocean, Anchor"
18735,"BM.1970,O84",,"BM.1970,O84, 7, HMS Enterprise, 09/06/1970, 52 56 59 N; 0 24 14 E; Northeast Atlantic Ocean, Bucket dredge"
18736,"BM.1970,O840",,"BM.1970,O840, 8/72, HMS Bulldog, 18/03/1972, 25 45 18 N; 55 36 6 E; Western Indian Ocean, Cone dredge"
18737,"BM.1970,O849",,"BM.1970,O849, 17/72, HMS Bulldog, 01/04/1972, 25 44 50 N; 55 52 54 E; Western Indian Ocean, Cone dredge"
18738,"BM.1970,O85",,"BM.1970,O85, 8, HMS Enterprise, 09/06/1970, 52 59 2 N; 0 23 42 E; Northeast Atlantic Ocean, Bucket dredge"
18739,"BM.1970,O86",,"BM.1970,O86, 9, HMS Enterprise, 09/06/1970, 52 59 3 N; 0 22 24 E; Northeast Atlantic Ocean, Bucket dredge"
18740,"BM.1970,O868",,"BM.1970,O868, 36/72, HMS Bulldog, 21/06/1972, 4 25 48 S; 55 37 45 E; Western Indian Ocean, Cone dredge"
18741,"BM.1970,O87",,"BM.1970,O87, 10, HMS Enterprise, 10/06/1970, 52 54 35 N; 0 16 37 E; Northeast Atlantic Ocean, Bucket dredge"
18742,"BM.1970,O88",,"BM.1970,O88, 11, HMS Enterprise, 10/06/1970, 52 56 3 N; 0 16 30 E; Northeast Atlantic Ocean, Bucket dredge"
18743,"BM.1970,O89",,"BM.1970,O89, 12, HMS Enterprise, 10/06/1970, 52 56 4 N; 0 18 0 E; Northeast Atlantic Ocean, Bucket dredge"
18744,"BM.1970,O9",,"BM.1970,O9, 13, HMS Fawn, 14/11/1969, 56 48  N; 7 20  W; Northeast Atlantic Ocean, Underway samples"
18745,"BM.1970,O90",,"BM.1970,O90, 13, HMS Enterprise, 11/06/1970, 52 57 34 N; 0 16 49 E; Northeast Atlantic Ocean, Bucket dredge"
18746,"BM.1970,O91",,"BM.1970,O91, 14, HMS Enterprise, 11/06/1970, 52 54 50 N; 0 18 58 E; Northeast Atlantic Ocean, Bucket dredge"
18747,"BM.1970,O13",,"BM.1970,O13, 172-20, RV Atlantis, 21/10/1951, 30 39 30 N; 64 1  W; Western Central Atlantic Ocean, Top of trigger core"
18748,"BM.1971,O1",337 g,"BM.1971,O1, 2689, Fishing vessel Deep Waters, 15/01/1967, 40 0  N; 69 30  W; Northwest Atlantic Ocean"
18749,"BM.1971,O10",,"BM.1971,O10, 1070, RV Gosnold, 12/05/1963, 40 2  N; 71 32  W; Northwest Atlantic Ocean, Campbell Grab"
18750,"BM.1971,O100",,"BM.1971,O100, 1294, RV Gosnold, 11/10/1963, 40 10 12 N; 72 14 6 W; Northwest Atlantic Ocean, Campbell grab"
18751,"BM.1971,O101",,"BM.1971,O101, 1295 B, RV Gosnold, 11/10/1963, 40 9 54 N; 72 0 24 W; Northwest Atlantic Ocean, Campbell grab"
18752,"BM.1971,O102",,"BM.1971,O102, 1329 B, RV Gosnold, 14/10/1963, 39 18 48 N; 71 58  W; Northwest Atlantic Ocean, Van Veen grab"
18753,"BM.1971,O103",,"BM.1971,O103, 1330, RV Gosnold, 14/10/1963, 39 19 12 N; 71 51  W; Northwest Atlantic Ocean, Van Veen grab"
18754,"BM.1971,O104",,"BM.1971,O104, 1332, RV Gosnold, 15/10/1963, 39 11  N; 71 48 36 W; Northwest Atlantic Ocean, Van Veen grab"
18755,"BM.1971,O105",,"BM.1971,O105, 1340, RV Gosnold, 15/10/1963, 39 10  N; 73 15  W; Northwest Atlantic Ocean, Campbell grab"
18756,"BM.1971,O106",,"BM.1971,O106, 1345, RV Gosnold, 16/10/1963, 39 9 54 N; 74 14 36 W; Northwest Atlantic Ocean, Campbell grab"
18757,"BM.1971,O107",,"BM.1971,O107, 1348, RV Gosnold, 18/10/1963, 39 0  N; 74 15 6 W; Northwest Atlantic Ocean, Campbell grab"
18758,"BM.1971,O108",,"BM.1971,O108, 1349, RV Gosnold, 18/10/1963, 38 49 30 N; 74 15 18 W; Northwest Atlantic Ocean, Campbell grab"
18759,"BM.1971,O109",,"BM.1971,O109, 1382 A, RV Gosnold, 25/10/1963, 40 9 30 N; 73 49  W; Northwest Atlantic Ocean, Campbell grab"
18760,"BM.1971,O11",,"BM.1971,O11, 1080, RV Gosnold, 13/05/1963, 39 50  N; 72 0  W; Northwest Atlantic Ocean, Campbell grab"
18761,"BM.1971,O110",,"BM.1971,O110, 1387, RV Gosnold, 20/10/1963, 40 30 18 N; 73 30 48 W; Northwest Atlantic Ocean, Campbell grab"
18762,"BM.1971,O111",,"BM.1971,O111, 1390, RV Gosnold, 26/10/1963, 40 29 36 N; 72 58 24 W; Northwest Atlantic Ocean, Campbell grab"
18763,"BM.1971,O112",,"BM.1971,O112, 1409, RV Asterias, 22/04/1964, 41 22 36 N; 70 10 42 W; Northwest Atlantic Ocean, Smith-McIntyre grab"
18764,"BM.1971,O113",,"BM.1971,O113, 1415, RV Gosnold, 16/05/1964, 38 30  N; 74 0  W; Northwest Atlantic Ocean, Campbell grab"
18765,"BM.1971,O114",,"BM.1971,O114, 1417, RV Gosnold, 16/05/1964, 38 10  N; 74 14 54 W; Northwest Atlantic Ocean, Campbell grab"
18766,"BM.1971,O115",,"BM.1971,O115, 1441, RV Gosnold, 18/05/1964, 34 51  N; 76 13 48 W; Western Central Atlantic Ocean, Campbell grab"
18767,"BM.1971,O116",,"BM.1971,O116, 1443 A, RV Gosnold, 18/05/1964, 34 29 30 N; 76 17  W; Western Central Atlantic Ocean, Campbell grab"
18768,"BM.1971,O117",,"BM.1971,O117, 1443 B, RV Gosnold, 18/05/1964, 34 29 30 N; 76 17  W; Western Central Atlantic Ocean, Campbell grab"
18769,"BM.1971,O118",,"BM.1971,O118, 1447, RV Gosnold, 18/05/1964, 34 29 24 N; 76 46 6 W; Western Central Atlantic Ocean, Campbell grab"
18770,"BM.1971,O119",,"BM.1971,O119, 1451, RV Gosnold, 19/05/1964, 34 10 12 N; 77 15  W; Western Central Atlantic Ocean, Campbell grab"
18771,"BM.1971,O12",,"BM.1971,O12, 1115, RV Gosnold, 06/08/1963, 40 30 30 N; 67 45 30 W; Northwest Atlantic Ocean, Campbell grab"
18772,"BM.1971,O120",,"BM.1971,O120, 1452, RV Gosnold, 19/05/1964, 34 9  N; 77 29 12 W; Western Central Atlantic Ocean, Campbell grab"
18773,"BM.1971,O121",,"BM.1971,O121, 1465 A, RV Gosnold, 20/05/1964, 33 30  N; 78 30 6 W; Western Central Atlantic Ocean, Campbell grab"
18774,"BM.1971,O122",,"BM.1971,O122, 1465 B, RV Gosnold, 20/05/1964, 33 30  N; 78 30 6 W; Western Central Atlantic Ocean, Campbell grab"
18775,"BM.1971,O123",,"BM.1971,O123, 1466, RV Gosnold, 20/05/1964, 33 29 48 N; 78 44 18 W; Western Central Atlantic Ocean, Campbell grab"
18776,"BM.1971,O124",,"BM.1971,O124, 1469, RV Gosnold, 20/05/1964, 33 9 42 N; 78 30 6 W; Western Central Atlantic Ocean, Campbell grab"
18777,"BM.1971,O125",,"BM.1971,O125, 1495, RV Gosnold, 22/05/1964, 30 59 30 N; 81 13 30 W; Western Central Atlantic Ocean, Campbell grab"
18778,"BM.1971,O126",,"BM.1971,O126, 1514 A, RV Gosnold, 23/05/1964, 29 46  N; 81 12 30 W; Western Central Atlantic Ocean, Campbell grab"
18779,"BM.1971,O127",,"BM.1971,O127, 1517, RV Gosnold, 23/05/1864, 29 29 30 N; 81 0  W; Western Central Atlantic Ocean, Campbell grab"
18780,"BM.1971,O128",,"BM.1971,O128, 1521A, RV Gosnold, 23/05/1964, 29   N; 80 39  W; Western Central Atlantic Ocean, Campbell grab"
18781,"BM.1971,O129",,"BM.1971,O129, 1522, RV Gosnold, 23/05/1964, 28 59 42 N; 80 29 42 W; Western Central Atlantic Ocean, Campbell grab"
18782,"BM.1971,O13",,"BM.1971,O13, 1142, RV Gosnold, 09/08/1963, 42 40  N; 64 45 12 W; Northwest Atlantic Ocean"
18783,"BM.1971,O130",,"BM.1971,O130, 1524, RV Gosnold, 24/05/1964, 28 49 30 N; 80 14  W; Western Central Atlantic Ocean, Campbell grab"
18784,"BM.1971,O131",,"BM.1971,O131, 1530, RV Gosnold, 24/05/1964, 28 29 30 N; 80 23 6 W; Western Central Atlantic Ocean, Campbell grab"
18785,"BM.1971,O132",,"BM.1971,O132, 1532, RV Gosnold, 24/05/1964, 28 20 18 N; 80 9 36 W; Western Central Atlantic Ocean, Campbell grab"
18786,"BM.1971,O133",,"BM.1971,O133, 1556, RV Gosnold, 26/05/1964, 26 10 36 N; 80 4 12 W; Western Central Atlantic Ocean, Campbell grab"
18787,"BM.1971,O134",,"BM.1971,O134, 1569, RV Gosnold, 31/05/1964, 24 37 36 N; 80 56  W; Western Central Atlantic Ocean, Campbell grab"
18788,"BM.1971,O135",,"BM.1971,O135, 1573, RV Gosnold, 31/05/1964, 24 26 42 N; 81 38 54 W; Western Central Atlantic Ocean, Campbell grab"
18789,"BM.1971,O136",,"BM.1971,O136, 1576, RV Gosnold, 31/05/1964, 24 20 6 N; 81 55 18 W; Western Central Atlantic Ocean, Campbell grab"
18790,"BM.1971,O137",,"BM.1971,O137, 158OB, RV Gosnold, 01/06/1964, 24 10  N; 81 22  W; Western Central Atlantic Ocean, Campbell grab"
